RG Sharma;batter;right;spin;India;41;438;28;837;488;30;0;0;0;0;0;0;
MM Ali;allrounder;left;spin;England;0;201;42;6;288;71;33;792;2;21;347;18;
CR Woakes;allrounder;right;pace;England;0;116;21;0;126;127;380;220;125;310;112;59;
LE Plunkett;bowler;right;pace;England;0;0;0;0;0;41;0;146;18;0;171;14;
JC Archer;bowler;right;pace;England;0;0;7;0;0;43;295;222;140;197;94;107;
AU Rashid;bowler;right;spin;England;0;27;27;0;42;124;0;1314;191;0;422;73;
MA Wood;bowler;right;pace;England;0;0;1;0;6;33;38;375;166;29;269;78;
JM Vince;batter;right;pace;England;27;127;0;173;128;8;0;43;0;0;0;0;
JL Denly;batter;right;spin;England;0;69;8;0;86;25;0;22;6;0;8;0;
T Banton;batter;right;;England;9;57;0;12;67;0;0;0;0;0;0;0;
SM Curran;allrounder;left;pace;England;0;85;7;0;113;100;126;378;96;114;138;74;
TK Curran;allrounder;right;pace;England;0;11;22;0;39;89;28;296;73;21;90;51;
CJ Jordan;bowler;right;pace;England;0;16;0;0;2;5;0;34;24;0;63;13;
MW Parkinson;bowler;right;spin;England;0;0;0;0;0;8;0;109;28;0;68;6;
S Mahmood;bowler;right;pace;England;0;0;0;0;0;32;125;123;40;84;39;16;
SW Billings;batter;right;;England;8;151;8;23;261;30;0;0;0;0;0;0;
DJ Willey;allrounder;left;pace;England;0;80;32;0;108;47;287;183;122;209;57;24;
RJW Topley;bowler;right;pace;England;0;3;2;0;4;13;188;118;61;113;47;32;
DJ Malan;batter;left;spin;England;33;275;37;199;232;53;0;0;15;0;0;0;
LS Livingstone;allrounder;right;spin;England;0;72;7;22;88;23;0;125;6;0;21;0;
PD Salt;batter;right;spin;England;52;67;0;194;59;0;0;0;0;0;0;0;
Z Crawley;batter;right;spin;England;0;9;0;43;34;0;0;0;0;0;0;0;
JA Simpson;batter;left;;England;0;16;0;0;16;0;0;0;0;0;0;0;
L Gregory;allrounder;right;pace;England;0;32;3;0;59;22;17;25;4;59;11;2;
C Overton;allrounder;right;pace;England;0;2;16;0;20;41;19;100;19;19;103;12;
BA Carse;bowler;right;pace;England;0;14;12;0;45;30;0;259;32;0;116;11;
DA Payne;bowler;right;pace;England;0;0;0;0;0;0;26;6;20;5;0;0;
MJ Potts;bowler;right;pace;England;0;0;0;0;0;4;17;0;0;10;0;0;
LA Dawson;allrounder;right;spin;England;0;33;0;0;26;0;0;70;25;0;86;0;
L Wood;allrounder;left;pace;England;0;0;3;0;0;7;0;20;19;6;16;0;
OP Stone;bowler;right;pace;England;0;1;2;0;3;4;0;98;27;36;53;10;
WG Jacks;batter;right;spin;England;0;19;0;0;16;0;0;21;0;0;46;0;
Rehan Ahmed;allrounder;right;spin;England;0;5;2;0;0;0;0;20;4;0;22;14;
BM Duckett;batter;left;spin;England;0;2;0;22;19;0;0;0;0;0;0;0;
HC Brook;batter;right;pace;England;0;18;0;19;51;0;0;0;0;0;0;0;
Tamim Iqbal;batter;left;;Bangladesh;161;511;18;1068;379;26;0;0;0;0;0;0;
Soumya Sarkar;batter;left;pace;Bangladesh;27;54;0;200;67;8;0;130;36;0;77;16;
Mohammad Mithun;batter;right;spin;Bangladesh;0;78;30;57;166;60;0;0;0;0;13;0;
Mushfiqur Rahim;batter;right;;Bangladesh;15;759;92;149;803;218;0;0;0;0;0;0;
Mahmudullah;allrounder;right;spin;Bangladesh;4;698;100;13;534;241;2;134;22;4;41;11;
Sabbir Rahman;batter;right;spin;Bangladesh;0;45;6;0;74;11;0;6;10;0;0;0;
Mosaddek Hossain;batter;right;spin;Bangladesh;0;96;20;1;126;53;7;300;43;29;145;13;
Mehedi Hasan Miraz;allrounder;right;spin;Bangladesh;0;262;105;0;196;207;134;1114;116;256;653;60;
Shafiul Islam;bowler;right;pace;Bangladesh;0;5;0;0;10;5;59;38;45;42;14;11;
Rubel Hossain;bowler;right;pace;Bangladesh;0;16;0;0;16;19;51;117;28;35;103;22;
Mustafizur Rahman;bowler;left;pace;Bangladesh;0;5;8;0;26;64;432;729;310;174;287;184;
Taijul Islam;bowler;left;spin;Bangladesh;0;21;44;0;18;54;65;515;60;19;84;12;
Anamul Haque;batter;right;;Bangladesh;14;41;6;99;60;11;0;0;0;0;0;0;
Shakib Al Hasan;allrounder;left;spin;Bangladesh;71;660;20;232;749;48;184;1110;173;28;309;80;
Mohammad Saifuddin;allrounder;left;pace;Bangladesh;0;21;30;0;16;115;161;242;118;58;78;96;
Mashrafe Mortaza;bowler;right;pace;Bangladesh;0;0;7;0;0;32;147;180;25;49;62;12;
Liton Das;batter;right;spin;Bangladesh;103;523;17;677;484;38;0;0;0;0;0;0;
Nazmul Hossain Shanto;batter;left;spin;Bangladesh;55;304;0;250;211;3;0;6;21;0;6;11;
Al-Amin Hossain;bowler;right;pace;Bangladesh;0;0;0;0;0;0;0;43;20;0;0;0;
Afif Hossain;allrounder;left;spin;Bangladesh;8;294;57;1;148;141;0;72;4;0;6;0;
Mohammad Naim;batter;left;;Bangladesh;15;0;0;16;0;0;0;0;0;0;0;0;
Mahedi Hasan;allrounder;right;spin;Bangladesh;0;10;0;0;19;6;3;10;2;9;105;10;
Taskin Ahmed;bowler;left;pace;Bangladesh;0;34;32;0;58;53;341;502;64;166;223;50;
Hasan Mahmud;bowler;right;pace;Bangladesh;0;9;8;0;7;27;233;179;48;28;67;13;
Shoriful Islam;bowler;left;pace;Bangladesh;0;3;12;0;0;30;199;342;74;58;59;33;
Nurul Hasan;batter;right;;Bangladesh;0;40;16;0;25;27;0;0;0;0;0;0;
Yasir Ali Chowdhury;batter;right;spin;Bangladesh;0;40;0;15;38;22;0;1;0;0;5;0;
Ebadat Hossain;bowler;right;pace;Bangladesh;0;0;0;0;8;10;111;317;57;21;49;7;
Nasum Ahmed;bowler;left;spin;Bangladesh;0;0;0;0;0;19;53;168;16;20;40;0;
Towhid Hridoy;batter;right;spin;Bangladesh;9;165;18;4;130;24;0;0;0;0;0;0;
Rony Talukdar;batter;right;pace;Bangladesh;0;0;0;15;0;0;0;0;0;0;0;0;
Mrittunjoy Chowdhury;bowler;left;pace;Bangladesh;0;0;2;0;0;9;6;39;4;0;0;2;
AJ Finch;batter;right;spin;Australia;82;455;0;660;400;8;0;37;0;0;0;0;
DA Warner;batter;left;spin;Australia;87;589;3;709;480;10;0;0;0;0;0;0;
UT Khawaja;batter;left;pace;Australia;5;143;15;39;112;52;0;0;0;0;0;0;
SPD Smith;batter;right;spin;Australia;28;564;51;278;667;128;0;14;0;0;17;0;
GJ Maxwell;allrounder;right;spin;Australia;0;203;55;2;190;150;38;394;71;49;268;38;
MP Stoinis;allrounder;right;pace;Australia;0;115;32;90;119;54;50;317;51;5;165;6;
AT Carey;batter;left;;Australia;7;516;70;89;517;210;0;0;0;0;0;0;
NM Coulter-Nile;allrounder;right;pace;Australia;0;2;8;0;37;32;15;114;42;42;75;0;
PJ Cummins;bowler;right;pace;Australia;0;25;53;0;21;80;340;539;209;175;160;57;
MA Starc;bowler;left;pace;Australia;0;56;19;0;32;154;489;584;240;261;316;110;
A Zampa;bowler;right;spin;Australia;0;47;26;0;32;92;26;1155;157;10;435;78;
SE Marsh;batter;left;spin;Australia;0;4;0;0;15;16;0;0;0;0;0;0;
KW Richardson;bowler;right;pace;Australia;0;0;0;0;0;13;19;113;54;35;35;25;
JP Behrendorff;bowler;right;pace;Australia;0;0;0;0;8;11;105;99;24;47;49;0;
NM Lyon;bowler;right;spin;Australia;0;0;0;0;0;10;7;99;17;5;69;8;
PSP Handscomb;batter;right;;Australia;0;0;0;12;0;0;0;0;0;0;0;0;
M Labuschagne;allrounder;right;spin;Australia;14;528;25;86;320;62;0;114;37;0;35;0;
AJ Turner;batter;right;spin;Australia;0;20;15;0;23;17;0;44;0;0;42;0;
AC Agar;bowler;left;spin;Australia;0;36;26;0;24;71;18;399;12;7;155;24;
JR Hazlewood;bowler;left;pace;Australia;0;3;13;0;0;32;429;396;153;203;125;45;
MR Marsh;allrounder;right;pace;Australia;90;211;23;108;150;66;32;277;39;7;67;2;
DJM Short;batter;left;spin;Australia;0;86;7;0;77;1;0;36;5;0;0;7;
JA Richardson;bowler;right;pace;Australia;0;0;9;0;0;15;26;67;15;41;13;3;
MC Henriques;allrounder;right;pace;Australia;2;40;0;7;23;1;0;43;4;0;0;2;
C Green;allrounder;right;pace;Australia;0;132;47;0;98;68;38;210;20;74;113;5;
SA Abbott;allrounder;right;pace;Australia;0;2;16;0;57;46;72;175;36;61;88;39;
JR Philippe;batter;right;;Australia;16;3;0;72;0;0;0;0;0;0;0;0;
BR McDermott;batter;right;pace;Australia;6;113;0;82;79;0;0;0;0;0;0;0;
MS Wade;batter;left;pace;Australia;0;88;3;0;38;1;0;0;0;0;0;0;
WA Agar;bowler;right;pace;Australia;0;0;6;0;9;28;15;28;0;5;22;0;
RP Meredith;bowler;right;pace;Australia;0;0;0;0;0;0;13;9;0;0;11;0;
DT Christian;allrounder;right;pace;Australia;0;0;0;0;0;0;0;0;0;0;0;0;
TM Head;batter;left;spin;Australia;20;181;21;207;134;9;0;29;0;0;49;0;
NT Ellis;bowler;right;pace;Australia;0;0;0;0;5;3;11;26;30;32;62;14;
MJ Swepson;bowler;right;spin;Australia;0;0;0;0;0;2;0;78;8;0;74;0;
MP Kuhnemann;bowler;left;spin;Australia;0;0;6;0;0;9;46;137;16;2;21;8;
JP Inglis;batter;right;;Australia;10;22;0;16;5;0;0;0;0;0;0;0;
Zawar Farid;bowler;right;pace;UAE;4;0;0;49;0;0;0;0;0;0;0;0;
V Aravind;batter;right;;UAE;22;199;0;192;112;0;0;0;0;0;0;0;
CP Rizwan;batter;right;spin;UAE;0;40;6;27;74;10;0;0;0;0;0;0;
A Sharafu;batter;right;pace;UAE;0;0;0;3;6;0;0;0;0;0;0;0;
Muhammad Usman;batter;left;;UAE;0;38;6;0;58;23;0;0;0;0;0;0;
Waheed Ahmed;bowler;right;pace;UAE;0;8;0;0;10;10;0;40;0;0;0;0;
Rohan Mustafa;batter;left;spin;UAE;6;74;0;28;72;0;2;255;41;4;57;13;
Ahmed Raza;bowler;right;spin;UAE;0;9;0;0;6;0;12;109;0;0;0;0;
Zahoor Khan;bowler;right;pace;UAE;0;18;0;0;2;13;65;167;80;4;20;25;
KP Meiyappan;bowler;right;spin;UAE;0;48;14;0;27;29;0;318;28;0;12;2;
Kashif Daud;allrounder;right;pace;UAE;0;14;0;0;9;0;61;12;40;0;0;0;
Basil Hameed;batter;right;spin;UAE;0;162;14;0;78;30;0;44;13;0;4;0;
Waseem Muhammad;batter;right;pace;UAE;10;28;0;139;23;0;0;0;0;0;0;0;
Asif Khan;batter;right;spin;UAE;0;165;6;34;63;29;0;0;0;0;0;0;
Rameez Shahzad;batter;right;spin;UAE;6;115;0;24;50;0;0;0;0;0;0;0;
Ali Naseer;allrounder;left;pace;UAE;0;106;17;0;59;21;143;159;70;15;24;19;
Aayan Afzal Khan;allrounder;right;spin;UAE;0;56;18;0;35;39;45;347;11;3;23;2;
Muhammad Jawadullah;bowler;left;pace;UAE;0;7;0;0;1;5;76;79;23;30;24;3;
Junaid Siddique;bowler;right;pace;UAE;0;11;5;0;7;7;167;86;46;32;15;14;
A Sharma;batter;right;;UAE;0;23;0;132;31;0;0;0;0;0;0;0;
Ethan D'Souza;batter;left;spin;UAE;0;12;0;0;9;0;0;0;0;0;0;0;
SM Sharma;bowler;right;pace;UAE;0;44;11;0;12;15;15;97;52;3;6;8;
Lovepreet Singh;batter;right;spin;UAE;0;8;0;14;4;0;0;0;0;0;0;0;
Adhitya Shetty;bowler;right;spin;UAE;0;0;0;0;0;0;0;60;0;0;0;0;
Imam-ul-Haq;batter;left;;Pakistan;56;495;2;660;392;3;0;0;0;0;0;0;
Fakhar Zaman;batter;left;spin;Pakistan;114;495;25;663;379;49;0;0;0;0;0;0;
Babar Azam;batter;right;spin;Pakistan;59;1060;79;385;865;117;0;0;0;0;0;0;
Haris Sohail;batter;left;spin;Pakistan;0;235;31;11;105;85;0;0;0;0;0;0;
Sarfraz Ahmed;batter;right;spin;Pakistan;0;76;13;2;89;48;0;0;0;0;0;0;
Mohammad Hafeez;allrounder;right;spin;Pakistan;0;114;7;0;159;12;14;81;0;41;57;0;
Imad Wasim;allrounder;left;spin;Pakistan;0;22;44;0;16;97;38;198;22;5;104;3;
Shadab Khan;allrounder;right;spin;Pakistan;0;97;45;0;81;99;18;658;94;0;353;44;
Hasan Ali;bowler;right;pace;Pakistan;0;20;11;0;31;16;149;148;106;77;46;37;
Wahab Riaz;bowler;right;pace;Pakistan;0;27;27;0;39;41;29;250;105;19;195;58;
Mohammad Amir;bowler;left;pace;Pakistan;0;0;0;0;6;9;152;72;93;107;81;51;
Asif Ali;batter;right;spin;Pakistan;0;20;0;0;23;12;0;0;0;0;0;0;
Shoaib Malik;allrounder;right;spin;Pakistan;0;0;0;0;3;9;0;28;0;0;21;0;
Shaheen Shah Afridi;bowler;left;pace;Pakistan;0;12;5;0;40;44;411;207;194;116;182;100;
Iftikhar Ahmed;batter;right;spin;Pakistan;0;84;26;0;41;65;0;107;0;13;188;6;
Usman Shinwari;bowler;right;pace;Pakistan;0;0;0;0;0;0;14;18;14;34;25;6;
Abid Ali;batter;right;spin;Pakistan;1;34;0;87;3;0;0;0;0;0;0;0;
Mohammad Rizwan;batter;right;;Pakistan;12;342;47;69;228;129;0;0;0;0;0;0;
Faheem Ashraf;allrounder;left;pace;Pakistan;0;19;13;0;14;22;17;202;10;7;100;9;
Haris Rauf;bowler;right;pace;Pakistan;0;0;17;0;3;23;295;365;174;92;136;101;
Haider Ali;batter;right;;Pakistan;0;24;0;9;0;0;0;0;0;0;0;0;
Muhammad Musa;bowler;right;pace;Pakistan;0;0;0;0;0;3;6;43;8;6;31;5;
Khushdil Shah;batter;left;spin;Pakistan;0;91;24;0;32;67;0;73;27;0;5;4;
Mohammad Hasnain;bowler;right;pace;Pakistan;0;0;0;0;0;10;81;38;33;30;30;14;
Saud Shakeel;batter;left;spin;Pakistan;0;15;4;16;61;7;0;37;0;0;10;0;
Sohaib Maqsood;batter;right;spin;Pakistan;0;3;0;3;44;5;0;0;0;0;0;0;
Danish Aziz;allrounder;left;spin;Pakistan;0;5;0;0;17;0;0;24;0;0;6;0;
Usman Qadir;bowler;left;spin;Pakistan;0;0;0;0;0;0;0;42;0;0;12;0;
Mohammad Wasim;allrounder;right;pace;Pakistan;0;6;14;0;2;39;98;281;98;41;135;19;
Zahid Mahmood;bowler;right;spin;Pakistan;0;0;2;0;0;10;0;143;8;0;63;4;
Mohammad Nawaz;allrounder;left;spin;Pakistan;0;11;37;0;13;55;29;442;32;13;196;7;
Agha Salman;allrounder;right;spin;Pakistan;0;138;22;0;85;69;0;141;3;0;199;3;
Naseem Shah;bowler;right;pace;Pakistan;0;0;2;0;0;10;163;69;91;45;29;63;
Abdullah Shafique;batter;right;spin;Pakistan;4;23;0;1;15;0;0;0;0;0;0;0;
Mohammad Haris;batter;right;spin;Pakistan;0;10;0;0;8;8;0;0;0;0;0;0;
Shahnawaz Dhani;bowler;right;pace;Pakistan;0;0;0;0;0;3;26;33;10;22;7;2;
Usama Mir;bowler;right;spin;Pakistan;0;9;3;0;8;7;0;154;38;0;145;18;
Shan Masood;batter;left;pace;Pakistan;0;17;0;59;18;0;0;0;0;0;0;0;
Kamran Ghulam;allrounder;right;spin;Pakistan;0;0;0;0;0;0;0;0;0;0;0;0;
Ihsanullah;bowler;right;pace;Pakistan;0;0;0;0;0;0;12;26;0;0;11;0;
KH Prajapati;batter;right;spin;Oman;10;90;0;168;48;0;0;0;0;0;0;0;
Jatinder Singh;batter;right;spin;Oman;4;14;0;113;26;0;0;0;0;0;0;0;
Aqib Ilyas;batter;right;spin;Oman;8;82;0;84;76;0;0;74;12;0;29;0;
Zeeshan Maqsood;batter;left;spin;Oman;0;83;0;8;44;13;5;150;42;7;32;13;
Mohammad Nadeem;allrounder;right;pace;Oman;0;127;25;7;49;35;0;155;6;0;20;0;
Ayan Khan;allrounder;left;spin;Oman;0;175;19;19;102;34;0;216;6;0;45;0;
Shoaib Khan;batter;right;pace;Oman;2;122;44;12;67;18;0;0;0;0;0;0;
Naseem Khushi;batter;right;;Oman;0;17;19;0;21;12;0;0;0;0;0;0;
Jay Odedra;allrounder;right;spin;Oman;0;3;2;0;0;11;4;149;0;2;11;0;
Fayyaz Butt;bowler;right;pace;Oman;0;16;3;0;12;12;81;46;74;41;34;38;
Bilal Khan;bowler;left;pace;Oman;0;7;5;0;0;1;152;52;94;54;21;16;
Kaleemullah;bowler;right;pace;Oman;0;0;2;0;0;4;53;60;0;32;32;0;
Sandeep Goud;allrounder;right;pace;Oman;0;6;0;0;9;4;0;0;0;0;0;0;
Suraj Kumar;batter;right;;Oman;0;30;23;0;0;28;0;0;0;0;0;0;
KJ Coetzer;batter;right;pace;Scotland;0;0;0;28;0;0;0;0;0;0;0;0;
MA Jones;batter;right;spin;Scotland;0;17;0;30;6;0;0;0;0;0;0;0;
CS MacLeod;batter;right;pace;Scotland;0;2;0;8;4;0;0;0;0;0;0;0;
RD Berrington;batter;right;pace;Scotland;7;178;26;32;106;33;0;0;0;0;0;0;
MH Cross;batter;right;;Scotland;0;124;5;129;67;5;0;0;0;0;0;0;
CN Greaves;bowler;right;spin;Scotland;0;92;0;0;17;19;0;148;59;0;39;16;
MA Leask;allrounder;right;spin;Scotland;0;82;25;0;59;54;0;147;4;0;83;2;
MRJ Watt;bowler;left;spin;Scotland;0;25;27;0;33;71;30;247;55;0;94;13;
SM Sharif;bowler;right;pace;Scotland;0;0;7;0;0;41;41;162;40;13;48;0;
CB Sole;bowler;right;pace;Scotland;0;19;0;0;2;11;173;118;30;62;29;16;
Hamza Tahir;bowler;right;spin;Scotland;0;0;0;0;0;5;0;36;1;0;12;5;
CM McBride;batter;right;pace;Scotland;15;32;0;127;31;0;0;62;0;0;5;0;
BJ McMullen;allrounder;right;pace;Scotland;14;167;4;106;126;2;115;59;24;63;27;0;
HG Munsey;batter;left;pace;Scotland;0;72;3;0;49;3;0;0;0;0;0;0;
TSS Mackintosh;batter;right;;Scotland;0;40;13;3;34;32;0;0;0;0;0;0;
J Jarvis;bowler;right;pace;Scotland;0;2;0;0;8;0;0;36;0;0;0;0;
A Neill;bowler;right;pace;Scotland;0;0;0;0;0;2;0;39;0;0;5;0;
AC Evans;bowler;right;pace;Scotland;0;0;0;0;0;0;0;28;0;0;14;0;
